gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_ratio,seed_flow_kzt,seed_share,n_seed_upstream,p_terminal,betweenness,fast_pass_share,max_sync_payers,near_threshold_share,n_cycles,flags,score_breakdown
100000003200071100,peripheral,0.5,44,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 30 тыс.",0,True,0,1,0.0,30000.0,0,1,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000003265658100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000003349739100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000003684369100,coordinator,1.0,5,0.6974474500099551,Кандидат в координирующий узел: 24 плательщиков → 62 получателей; сигналы S2,0,True,24,62,3848436.0,8588655.0,58,67,,500392.2515996266,1.0,3,0.0,0.002271159210598796,0.7794862640303749,6,0.0,1,fast_pass;sync_in;cycles;bridge;distributor;S2,"{""betweenness"": 0.149, ""degree"": 0.1, ""n_seed_upstream"": 0.198, ""role"": 0.198, ""seed_flow_kzt"": 0.248, ""temporal"": 0.082}"
100000003770083100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000003975102100,peripheral,0.5,2,0.43471797934977385,"Периферийный узел: 1 входящих, 2 исходящих, оборот 114 тыс.",0,True,1,2,25650.0,88500.0,1,2,,25647.6402654328,1.0,1,0.0,1.149251738045107e-05,0.0,1,0.0,0,,"{""betweenness"": 0.119, ""degree"": 0.081, ""n_seed_upstream"": 0.15, ""role"": 0.026, ""seed_flow_kzt"": 0.199, ""temporal"": 0.032}"
100000003977183100,peripheral,0.5,6,0.4691993059703614,"Периферийный узел: 2 входящих, 4 исходящих, оборот 890 тыс.",0,True,2,4,123800.0,766000.0,2,6,,76057.77777777778,1.0,1,0.0,1.5851748110966993e-06,0.0,1,0.0,1,cycles,"{""betweenness"": 0.116, ""degree"": 0.092, ""n_seed_upstream"": 0.15, ""role"": 0.026, ""seed_flow_kzt"": 0.227, ""temporal"": 0.044}"
100000004007116100,peripheral,0.5,22,0.3766424894046705,"Периферийный узел: 3 входящих, 4 исходящих, оборот 913 тыс.",0,True,3,4,764704.0,148000.0,24,6,,8032.405511680512,1.0,0,0.0,5.944405541612623e-07,0.03923086579905428,1,0.06666666666666667,12,near_threshold;cycles,"{""betweenness"": 0.113, ""degree"": 0.094, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.168, ""temporal"": 0.068}"
100000004019124100,consolidator,1.0,2,0.57308928520636,"Признаки консолидации: 3 плательщиков, деньги от 4 seed за ≤2 колена, seed-поток 157 тыс., дальше ушло 0%",0,True,3,0,193000.0,0.0,3,0,,157359.67078189302,1.0,4,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.081, ""n_seed_upstream"": 0.199, ""role"": 0.194, ""seed_flow_kzt"": 0.238, ""temporal"": 0.032}"
100000004021459100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000004041163100,peripheral,0.5,12,0.5102790340472735,"Периферийный узел: 1 входящих, 2 исходящих, оборот 916 тыс.",0,True,1,2,50000.0,866000.0,1,6,,50000.0,1.0,6,0.0,2.3381328463676314e-05,1.0,1,0.0,1,fast_pass;cycles,"{""betweenness"": 0.13, ""degree"": 0.081, ""n_seed_upstream"": 0.2, ""role"": 0.026, ""seed_flow_kzt"": 0.218, ""temporal"": 0.058}"
100000004174835100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000004193835100,peripheral,0.5,2,0.4393292943083881,"Периферийный узел: 1 входящих, 1 исходящих, оборот 52 тыс.",0,True,1,1,47000.0,5000.0,1,1,,35339.64670189406,1.0,1,0.0,1.1888811083225246e-06,0.0,1,0.5,0,near_threshold,"{""betweenness"": 0.115, ""degree"": 0.07, ""n_seed_upstream"": 0.15, ""role"": 0.026, ""seed_flow_kzt"": 0.208, ""temporal"": 0.046}"
100000004269433100,peripheral,0.5,10,0.1545905509571351,"Периферийный узел: 0 входящих, 1 исходящих, оборот 1.37 млн",0,True,0,1,0.0,1372000.0,0,67,,0.0,1.0,0,0.0,0.0,0.0,0,0.014925373134328358,0,near_threshold,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.043}"
100000004358004100,peripheral,0.5,5,0.19358363910458795,"Периферийный узел: 0 входящих, 11 исходящих, оборот 981 тыс.",0,True,0,11,0.0,980850.0,0,17,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.097, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000004388983100,peripheral,0.5,41,0.1743100947179793,"Периферийный узел: 0 входящих, 2 исходящих, оборот 451 тыс.",0,True,0,2,0.0,450816.0,0,23,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.07, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000004714705100,peripheral,0.5,12,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 37 тыс.",0,True,0,1,0.0,36550.0,0,1,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000004723755100,peripheral,0.5,5,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 95 тыс.",0,True,0,1,0.0,95000.0,0,5,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000004813068100,peripheral,0.5,11,0.19094746423187417,"Периферийный узел: 0 входящих, 3 исходящих, оборот 297 тыс.",0,True,0,3,0.0,297000.0,0,5,,0.0,1.0,0,0.0,0.0,0.0,0,0.2,0,near_threshold,"{""betweenness"": 0.055, ""degree"": 0.081, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.044}"
100000004971871100,peripheral,0.5,40,0.3067758910032141,"Периферийный узел: 1 входящих, 1 исходящих, оборот 31 тыс.",0,True,1,1,25400.0,5650.0,3,1,,3306.682027649769,1.0,0,0.0,0.0,0.22440944881889763,1,0.5,1,near_threshold;cycles,"{""betweenness"": 0.055, ""degree"": 0.07, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.15, ""temporal"": 0.069}"
100000005017150100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005087431100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005235389100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005264990100,peripheral,0.5,12,0.34604374662229426,"Периферийный узел: 1 входящих, 2 исходящих, оборот 139 тыс.",0,True,1,2,17070.0,122000.0,1,2,,2736.9098473542444,1.0,0,0.0,7.906059370344787e-05,0.0,1,0.0,0,,"{""betweenness"": 0.139, ""degree"": 0.081, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.147, ""temporal"": 0.032}"
100000005370580100,terminal,0.5,20,0.28749040020479555,"Вероятный конечный получатель: 1 плательщиков, получено 24 тыс., исходящих нет",0,True,1,0,24075.0,0.0,1,0,,192.39012775165642,1.0,0,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.139, ""seed_flow_kzt"": 0.086, ""temporal"": 0.032}"
100000005382566100,consolidator,1.0,12,0.6705799698495319,"Признаки консолидации: 7 плательщиков, деньги от 6 seed за ≤2 колена, seed-поток 340 тыс., дальше ушло 0%",0,True,7,1,393066.0,50000.0,11,1,,339962.36993433494,1.0,6,0.0,4.6366363224578456e-05,0.12211689639907802,2,0.08333333333333333,1,near_threshold;cycles,"{""betweenness"": 0.136, ""degree"": 0.095, ""n_seed_upstream"": 0.2, ""role"": 0.194, ""seed_flow_kzt"": 0.245, ""temporal"": 0.067}"
100000005386383100,peripheral,0.5,12,0.31595471741047293,"Периферийный узел: 2 входящих, 1 исходящих, оборот 66 тыс.",0,True,2,1,37500.0,29000.0,2,1,,504.8101013095188,1.0,0,0.0,2.67498249372568e-05,0.0,2,0.0,0,,"{""betweenness"": 0.131, ""degree"": 0.081, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.113, ""temporal"": 0.032}"
100000005392290100,peripheral,0.5,43,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 81 тыс.",0,True,0,1,0.0,81465.0,0,1,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005395727100,terminal,0.5,2,0.297923599852092,"Вероятный конечный получатель: 1 плательщиков, получено 17 тыс., исходящих нет",0,True,1,0,17000.0,0.0,1,0,,308.194431039925,1.0,0,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.139, ""seed_flow_kzt"": 0.1, ""temporal"": 0.032}"
100000005409680100,terminal,0.5,19,0.3625616520180902,"Вероятный конечный получатель: 2 плательщиков, получено 55 тыс., исходящих нет",0,True,2,0,55060.0,0.0,2,0,,3606.0666544449555,1.0,0,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.07, ""n_seed_upstream"": 0.058, ""role"": 0.139, ""seed_flow_kzt"": 0.152, ""temporal"": 0.032}"
100000005417257100,peripheral,0.5,12,0.1743100947179793,"Периферийный узел: 0 входящих, 2 исходящих, оборот 106 тыс.",0,True,0,2,0.0,106000.0,0,2,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.07, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005454368100,terminal,0.5,20,0.3523673806069914,"Вероятный конечный получатель: 2 плательщиков, получено 49 тыс., исходящих нет",0,True,2,0,48600.0,0.0,2,0,,1608.1871620383538,1.0,0,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.07, ""n_seed_upstream"": 0.058, ""role"": 0.139, ""seed_flow_kzt"": 0.138, ""temporal"": 0.032}"
100000005480435100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005485830100,peripheral,0.5,37,0.1887732172824757,"Периферийный узел: 0 входящих, 5 исходящих, оборот 276 тыс.",0,True,0,5,0.0,275885.0,0,9,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.09, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005493505100,terminal,0.5,20,0.49645703558324084,"Вероятный конечный получатель: 3 плательщиков, получено 62 тыс., исходящих нет",0,True,3,0,62020.0,0.0,3,0,,23099.749971394096,1.0,2,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.081, ""n_seed_upstream"": 0.191, ""role"": 0.139, ""seed_flow_kzt"": 0.195, ""temporal"": 0.032}"
100000005495722100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005498992100,peripheral,0.5,6,0.19452342350029864,"Периферийный узел: 0 входящих, 16 исходящих, оборот 2.26 млн",0,True,0,16,0.0,2262868.0,0,19,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.098, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005519347100,peripheral,0.5,2,0.486876013311716,"Периферийный узел: 2 входящих, 1 исходящих, оборот 172 тыс.",0,True,2,1,73100.0,99000.0,2,1,,73097.88405867269,1.0,3,0.0,2.377762216645049e-06,0.0,1,0.0,0,,"{""betweenness"": 0.117, ""degree"": 0.081, ""n_seed_upstream"": 0.198, ""role"": 0.026, ""seed_flow_kzt"": 0.226, ""temporal"": 0.032}"
100000005523088100,terminal,0.5,12,0.4997223881446084,"Вероятный конечный получатель: 1 плательщиков, получено 700 тыс., исходящих нет",0,True,1,0,700000.0,0.0,2,0,,700000.0,1.0,2,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.191, ""role"": 0.139, ""seed_flow_kzt"": 0.249, ""temporal"": 0.032}"
100000005543136100,peripheral,0.5,20,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 10 тыс.",0,True,0,1,0.0,10000.0,0,1,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005550592100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005560900100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005568407100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000005668605100,consolidator,1.0,12,0.5627357283044628,"Признаки консолидации: 3 плательщиков, деньги от 4 seed за ≤2 колена, seed-поток 63 тыс., дальше ушло 0%",0,True,3,0,94500.0,0.0,3,0,,63068.237496047885,1.0,4,1.0,0.0,0.0,1,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.081, ""n_seed_upstream"": 0.199, ""role"": 0.194, ""seed_flow_kzt"": 0.223, ""temporal"": 0.032}"
100000005744674100,peripheral,0.5,12,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 50 тыс.",0,True,0,1,0.0,50066.0,0,2,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000006232815100,peripheral,0.5,24,0.3991535113917569,"Периферийный узел: 1 входящих, 5 исходящих, оборот 456 тыс.",0,True,1,5,160000.0,296500.0,2,5,,54398.64003399915,1.0,0,0.0,2.774055919419224e-06,0.0,1,0.0,1,cycles,"{""betweenness"": 0.117, ""degree"": 0.092, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.221, ""temporal"": 0.044}"
100000006249740100,peripheral,0.5,39,0.18238586910145912,"Периферийный узел: 0 входящих, 3 исходящих, оборот 93 тыс.",0,True,0,3,0.0,93007.0,0,5,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.081, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000006831291100,peripheral,0.5,39,0.15711920812356,"Периферийный узел: 0 входящих, 1 исходящих, оборот 15 тыс.",0,True,0,1,0.0,15000.0,0,3,,0.0,1.0,0,0.0,0.0,0.0,0,1.0,0,near_threshold,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.047}"
100000006866783100,coordinator,1.0,1,0.5726154108712346,"Кандидат в координирующий узел: 13 плательщиков → 67 получателей; сигналы S2, S3",0,True,13,67,838812.0,3948037.0,31,90,,38421.92524504723,1.0,0,0.0,0.006216461168567093,0.9558899968050052,5,0.0,93,fast_pass;sync_in;cycles;bridge;distributor;S2;S3,"{""betweenness"": 0.15, ""degree"": 0.1, ""n_seed_upstream"": 0.058, ""role"": 0.198, ""seed_flow_kzt"": 0.21, ""temporal"": 0.085}"
100000007018630100,peripheral,0.5,42,0.14702449014421023,"Периферийный узел: 0 входящих, 1 исходящих, оборот 200 тыс.",0,True,0,1,0.0,200000.0,0,5,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.032, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000007747786100,distributor,0.8541532517707721,6,0.31468839775862556,"Веерная рассылка: 31 получателей, отдано 4.24 млн",0,True,0,31,0.0,4238009.4,0,35,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.099, ""n_seed_upstream"": 0.058, ""role"": 0.192, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000007982728100,peripheral,0.5,6,0.1923093551782006,"Периферийный узел: 0 входящих, 8 исходящих, оборот 1.80 млн",0,True,0,8,0.0,1804384.0,0,12,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.095, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000008117324100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000008205000100,peripheral,1.0,0,0.12461302158887275,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0.0,1.0,0,1.0,0.0,0.0,0,0.0,0,,"{""betweenness"": 0.055, ""degree"": 0.0, ""n_seed_upstream"": 0.058, ""role"": 0.026, ""seed_flow_kzt"": 0.002, ""temporal"": 0.032}"
100000008314203100,peripheral,0.5,4,0.4823602696475808,"Периферийный узел: 2 входящих, 2 исходящих, оборот 709 тыс.",0,True,2,2,382076.0,327000.0,10,13,,382076.0,1.0,2,0.0,0.0,0.26977878746636796,1,0.043478260869565216,4,near_threshold;cycles,"{""betweenness"": 0.055, ""degree"": 0.087, ""n_seed_upstream"": 0.191, ""role"": 0.026, ""seed_flow_kzt"": 0.246, ""temporal"": 0.069}"
100000008418835100,peripheral,0.5,10,0.5121705492505049,"Периферийный узел: 1 входящих, 4 исходящих, оборот 1.56 млн",0,True,1,4,1372000.0,186179.0,67,6,,1372000.0,1.0,1,0.0,0.00031663866851656567,0.07507288629737609,1,0.0273972602739726,0,near_threshold,"{""betweenness"": 0.145, ""degree"": 0.09, ""n_seed_upstream"": 0.15, ""role"": 0.026, ""seed_flow_kzt"": 0.25, ""temporal"": 0.054}"
